Mrjp8	GO:0005576
Oa1	GO:0008227
Oa1	GO:0016020
Oa1	GO:0071880
DopR2	GO:0004930
DopR2	GO:0004930
DopR2	GO:0016020
DopR2	GO:0071880
Gat-a	GO:0016020
Gat-a	GO:0016020
Gat-a	GO:0035725
Amih	GO:0005249
Amih	GO:0006813
Amih	GO:0016020
Amih	GO:0055085
LOC406073	GO:0000978
LOC406073	GO:0000981
LOC406073	GO:0005634
LOC406073	GO:0006357
Ant	GO:0005471
Ant	GO:0005471
Ant	GO:0005743
Ant	GO:0005743
Ant	GO:0140021
Ant	GO:0140021
Ant	GO:1990544
Ant	GO:1990544
Vha16	GO:0033179
Vha16	GO:0046961
Vha16	GO:1902600
Antp	GO:0000122
Antp	GO:0000978
Antp	GO:0000981
Antp	GO:0000981
Antp	GO:0005634
Antp	GO:0005634
Antp	GO:0009952
Tsf1	GO:0005576
Tsf1	GO:0005615
Tsf1	GO:0005615
Tsf1	GO:0005769
Tsf1	GO:0005886
Tsf1	GO:0006826
Tsf1	GO:0055037
Nmdar1	GO:0004972
Nmdar1	GO:0005886
Nmdar1	GO:0006811
Nmdar1	GO:0007268
Nmdar1	GO:0017146
Nmdar1	GO:0035235
Nmdar1	GO:0042391
Nmdar1	GO:0043005
Nmdar1	GO:0045202
Pcl	GO:0004108
Pcl	GO:0005759
Pcl	GO:0005975
Pcl	GO:0006099
Pcl	GO:0006099
LOC406081	GO:0016614
LOC406081	GO:0050660
LOC406081	GO:0050660
nAChRa8	GO:0004888
nAChRa8	GO:0004888
nAChRa8	GO:0007165
nAChRa8	GO:0007268
nAChRa8	GO:0022848
nAChRa8	GO:0034220
nAChRa8	GO:0034220
nAChRa8	GO:0042391
nAChRa8	GO:0043005
nAChRa8	GO:0045202
nAChRa8	GO:0045211
nAChRa8	GO:0050877
Ecr	GO:0000122
Ecr	GO:0000978
Ecr	GO:0004879
Ecr	GO:0004879
Ecr	GO:0005634
Ecr	GO:0008270
Ecr	GO:0030154
Ecr	GO:0035076
Ecr	GO:0035100
Ecr	GO:0045944
Dl	GO:0003677
Dl	GO:0003700
Dl	GO:0003700
Dl	GO:0005634
Dl	GO:0005737
Dl	GO:0005737
Dl	GO:0006357
Dl	GO:0006954
Dl	GO:0007249
Dl	GO:0033554
Dl	GO:0034097
Dl	GO:0038061
Dl	GO:0045087
Vg	GO:0005319
Vg	GO:0005319
Vg	GO:0006869
Mrjp1	GO:0005576
Mrjp2	GO:0005576
For	GO:0004692
For	GO:0005524
For	GO:0006468
SP34	GO:0004252
SP34	GO:0004252
SP34	GO:0005615
SP34	GO:0006508
SP34	GO:0006508
LOC406096	GO:0004445
LOC406096	GO:0046856
LOC406097	GO:0005178
LOC406097	GO:0005925
LOC406097	GO:0007160
LOC406097	GO:0007229
LOC406097	GO:0008305
LOC406097	GO:0009986
LOC406097	GO:0016477
LOC406097	GO:0033627
IF-2mt	GO:0003924
IF-2mt	GO:0005525
RpL32	GO:0003735
RpL32	GO:0003735
RpL32	GO:0005840
RpL32	GO:0005840
RpL32	GO:0006412
RpL32	GO:0006412
RpL32	GO:0022625
Obp5	GO:0005549
Obp5	GO:0005576
Obp5	GO:0007608
Obp5	GO:0035275
Obp5	GO:0042048
Obp4	GO:0005549
Obp1	GO:0005549
Obp1	GO:0005615
